phrase,cluster,intent,seed,group,observedDate,geo,lang,volume,difficulty,cpc,timesObserved,collidesWithExisting,existingOwnerSlug,nearCollision,nearCollisionOwnerSlug
brain training colour game,B,app-discovery,brain training,brain-games,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
brain training dr kawashima app,B,app-discovery,brain training,brain-games,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
brain training ds game,B,app-discovery,brain training,brain-games,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
brain training ds game online,B,app-discovery,brain training,brain-games,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
brain training exercises online,B,app-discovery,brain training,brain-games,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
brain training exercises online free,B,app-discovery,brain training,brain-games,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
brain training game switch,B,app-discovery,brain training,brain-games,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
brain training games,B,app-discovery,brain training,brain-games,2026-09-21,US,en,unknown,unknown,unknown,2,false,,false,
brain training games best,B,app-discovery,brain training,brain-games,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
brain training games for adults,B,app-discovery,brain training,brain-games,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
brain training games for adults online free,B,app-discovery,brain training,brain-games,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
brain training games for dogs,B,app-discovery,brain training,brain-games,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
brain training games for kids,B,app-discovery,brain training,brain-games,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
brain training games for seniors,B,app-discovery,brain training,brain-games,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
brain training games free,B,app-discovery,brain training,brain-games,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
brain training games free online,B,app-discovery,brain training,brain-games,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
brain training games to prevent dementia,B,app-discovery,brain training,brain-games,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
brain training games work,B,app-discovery,do brain training games work,brain-games,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
brain training games xbox,B,app-discovery,brain training,brain-games,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
brain training kawashima online,B,app-discovery,brain training,brain-games,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
brain training kids app,B,app-discovery,brain training,brain-games,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
brain training logic puzzles apk,B,app-discovery,brain training,brain-games,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
brain training maths games,B,app-discovery,brain training,brain-games,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
brain training memory games,B,app-discovery,brain training,brain-games,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
brain training mobile games,B,app-discovery,brain training,brain-games,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
brain training nintendo switch game,B,app-discovery,brain training,brain-games,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
brain training offline games,B,app-discovery,brain training,brain-games,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
brain training online,B,app-discovery,brain training,brain-games,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
brain training online free,B,app-discovery,brain training,brain-games,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
brain training speed games,B,app-discovery,brain training,brain-games,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
brain training switch game,B,app-discovery,brain training,brain-games,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
brain training video games,B,app-discovery,brain training,brain-games,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
brain training video games for adults,B,app-discovery,brain training,brain-games,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
brain training website,B,app-discovery,brain training,brain-games,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
brain training websites free,B,app-discovery,brain training,brain-games,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
brain training word games,B,app-discovery,brain training,brain-games,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
daily brain exercise app,B,app-discovery,daily brain exercise,brain-games,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
daily brain exercise games,B,app-discovery,daily brain exercise,brain-games,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
daily brain exercises online,B,app-discovery,daily brain exercise,brain-games,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
decimal place value games,B,app-discovery,decimal place value,brain-number-sense,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
do brain training games work,B,app-discovery,do brain training games work,brain-games,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
does brain age game work,B,app-discovery,do brain training games work,brain-games,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
does brain training games work,B,app-discovery,do brain training games work,brain-games,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
dual n back training app,B,app-discovery,dual n back training,brain-memory,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
dual n back training online,B,app-discovery,dual n back training,brain-memory,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
dual n back training online free,B,app-discovery,dual n back training,brain-memory,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
free brain training apps android,B,app-discovery,free brain training app android,brain-games,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
free brain training apps for adults,B,app-discovery,free brain training app android,brain-games,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
how to calculate percentages on iphone calculator,B,app-discovery,how to calculate percentages,brain-number-sense,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
how to improve memory brain games,B,app-discovery,how to improve memory,brain-memory,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
how to improve memory games,B,app-discovery,how to improve memory,brain-memory,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
how to improve memory on android phone,B,app-discovery,how to improve memory,brain-memory,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
how to improve memory on ipad,B,app-discovery,how to improve memory,brain-memory,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
how to improve memory on iphone,B,app-discovery,how to improve memory,brain-memory,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
how to increase memory on iphone xr,B,app-discovery,how to improve memory,brain-memory,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
iq test accurate free online,B,app-discovery,iq test accuracy,brain-iq,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
iq test accurate online,B,app-discovery,iq test accuracy,brain-iq,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
iq test app,B,app-discovery,iq test,brain-iq,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
iq test ball game,B,app-discovery,iq test,brain-iq,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
iq test best free online,B,app-discovery,iq test,brain-iq,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
iq test best online,B,app-discovery,iq test,brain-iq,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
iq test best website,B,app-discovery,iq test,brain-iq,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
iq test best website free,B,app-discovery,iq test,brain-iq,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
iq test drawing game,B,app-discovery,iq test,brain-iq,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
iq test free online,B,app-discovery,iq test,brain-iq,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
iq test game,B,app-discovery,iq test,brain-iq,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
iq test game ball,B,app-discovery,iq test,brain-iq,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
iq test game drawing,B,app-discovery,iq test,brain-iq,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
iq test game free,B,app-discovery,iq test,brain-iq,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
iq test game smosh,B,app-discovery,iq test,brain-iq,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
iq test online,B,app-discovery,iq test,brain-iq,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
iq test online free,B,app-discovery,iq test,brain-iq,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
iq test online free no sign up,B,app-discovery,iq test,brain-iq,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
iq test online free results,B,app-discovery,iq test,brain-iq,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
iq test online legit,B,app-discovery,iq test,brain-iq,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
iq test online.io,B,app-discovery,iq test,brain-iq,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
logic puzzle games xbox,B,app-discovery,logic puzzles,brain-logic,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
logic puzzles and brain games,B,app-discovery,logic puzzles,brain-logic,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
logic puzzles and games,B,app-discovery,logic puzzles,brain-logic,2026-09-21,US,en,unknown,unknown,unknown,2,false,,false,
logic puzzles android,B,app-discovery,logic puzzles,brain-logic,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
logic puzzles app,B,app-discovery,logic puzzles,brain-logic,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
logic puzzles app free,B,app-discovery,logic puzzles,brain-logic,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
logic puzzles brain games,B,app-discovery,logic puzzles,brain-logic,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
logic puzzles clue game,B,app-discovery,logic puzzles,brain-logic,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
logic puzzles clue game free online,B,app-discovery,logic puzzles,brain-logic,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
logic puzzles download,B,app-discovery,logic puzzles,brain-logic,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
logic puzzles download free,B,app-discovery,logic puzzles,brain-logic,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
logic puzzles for adults app,B,app-discovery,logic puzzles for adults,brain-logic,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
logic puzzles for adults online,B,app-discovery,logic puzzles for adults,brain-logic,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
logic puzzles for adults online free,B,app-discovery,logic puzzles for adults,brain-logic,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
logic puzzles free online,B,app-discovery,logic puzzles,brain-logic,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
logic puzzles game,B,app-discovery,logic puzzles,brain-logic,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
logic puzzles games for adults,B,app-discovery,logic puzzles,brain-logic,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
logic puzzles games online,B,app-discovery,logic puzzles,brain-logic,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
logic puzzles generator,B,app-discovery,logic puzzles,brain-logic,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
logic puzzles grid online,B,app-discovery,logic puzzles,brain-logic,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
logic puzzles in games,B,app-discovery,logic puzzles,brain-logic,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
logic puzzles kids online,B,app-discovery,logic puzzles,brain-logic,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
logic puzzles nz online,B,app-discovery,logic puzzles,brain-logic,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
logic puzzles online,B,app-discovery,logic puzzles,brain-logic,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
logic puzzles online for adults,B,app-discovery,logic puzzles,brain-logic,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
logic puzzles online for kids,B,app-discovery,logic puzzles,brain-logic,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
logic puzzles online free,B,app-discovery,logic puzzles,brain-logic,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
logic puzzles online free for adults,B,app-discovery,logic puzzles,brain-logic,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
logic puzzles online free printable,B,app-discovery,logic puzzles,brain-logic,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
logic puzzles online free with answers,B,app-discovery,logic puzzles,brain-logic,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
logic puzzles video games,B,app-discovery,logic puzzles,brain-logic,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
logic puzzles website,B,app-discovery,logic puzzles,brain-logic,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
make number sequence jsx download,B,app-discovery,number sequence,brain-patterns,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
make number sequence v0 5 download,B,app-discovery,number sequence,brain-patterns,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
make number sequence v0 5 free download,B,app-discovery,number sequence,brain-patterns,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
math fluency practice online,B,app-discovery,math fluency practice,brain-study,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
math games for kids,B,app-discovery,math games for kids,brain-games,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
math games for kids 3rd grade,B,app-discovery,math games for kids,brain-games,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
